translated_text,Product Review,stopword_text,tokenised_text,normalise_text,stemming_text,lemma_text,POS_Tags,Sentiment_Rating
Baju Dan Seluar Fit Padan Dengan Anak Saya Umur 2 4m Berat 12kg Kain Sangat Berpuas Hati Disyorkan,5,Baju Dan Seluar Fit Padan Dengan Anak Saya Umur 2 4m Berat 12kg Kain Sangat Berpuas Hati Disyorkan,"['Baju', 'Dan', 'Seluar', 'Fit', 'Padan', 'Dengan', 'Anak', 'Saya', 'Umur', '2', '4m', 'Berat', '12kg', 'Kain', 'Sangat', 'Berpuas', 'Hati', 'Disyorkan']","['Baju', 'Dan', 'Seluar', 'Fit', 'Padan', 'Dengan', 'Anak', 'Saya', 'Umur', '2', '4m', 'Berat', '12kg', 'Kain', 'Sangat', 'Berpuas', 'Hati', 'Disyorkan']",baju dan seluar fit padan dengan anak saya umur 2 4m berat 12kg kain sangat puas hati disyorkan,Baju Dan Seluar Fit Padan Dengan Anak Saya Umur 2 4m Berat 12kg Kain Sangat Berpuas Hati Disyorkan,"[('baju', 'NN'), ('dan', 'NN'), ('seluar', 'JJ'), ('fit', 'JJ'), ('padan', 'NN'), ('dengan', 'NN'), ('anak', 'JJ'), ('saya', 'NN'), ('umur', 'JJ'), ('2', 'CD'), ('4m', 'CD'), ('berat', 'NN'), ('12kg', 'CD'), ('kain', 'NN'), ('sangat', 'NN'), ('puas', 'NN'), ('hati', 'NN'), ('disyorkan', 'NN')]",Positive
Baju Yang Sangat Cantik Saya Suka Anak Pun Suka Saiz Fit2 Ank Umur 7 Tahun Bahan Ok Semua Ok Boleh Guna Unk Raya Nanti Yeay Tq,5,Baju Yang Sangat Cantik Saya Suka Anak Pun Suka Saiz Fit2 Ank Umur 7 Tahun Bahan Ok Semua Ok Boleh Guna Unk Raya Nanti Yeay Tq,"['Baju', 'Yang', 'Sangat', 'Cantik', 'Saya', 'Suka', 'Anak', 'Pun', 'Suka', 'Saiz', 'Fit2', 'Ank', 'Umur', '7', 'Tahun', 'Bahan', 'Ok', 'Semua', 'Ok', 'Boleh', 'Guna', 'Unk', 'Raya', 'Nanti', 'Yeay', 'Tq']","['Baju', 'Yang', 'Sangat', 'Cantik', 'Saya', 'Suka', 'Anak', 'Pun', 'Suka', 'Saiz', 'Fit2', 'Ank', 'Umur', '7', 'Tahun', 'Bahan', 'Ok', 'Semua', 'Ok', 'Boleh', 'Guna', 'Unk', 'Raya', 'Nanti', 'Yeay', 'Tq']",baju yang sangat cantik saya suka anak pun suka saiz fit2 ank umur 7 tahun bahan ok semua ok boleh guna unk raya nanti yeay tq,Baju Yang Sangat Cantik Saya Suka Anak Pun Suka Saiz Fit2 Ank Umur 7 Tahun Bahan Ok Semua Ok Boleh Guna Unk Raya Nanti Yeay Tq,"[('baju', 'NN'), ('yang', 'NN'), ('sangat', 'NN'), ('cantik', 'NN'), ('saya', 'JJ'), ('suka', 'NN'), ('anak', 'NN'), ('pun', 'NN'), ('suka', 'NN'), ('saiz', 'NN'), ('fit2', 'NN'), ('ank', 'VBD'), ('umur', 'JJ'), ('7', 'CD'), ('tahun', 'NN'), ('bahan', 'NN'), ('ok', 'JJ'), ('semua', 'NN'), ('ok', 'JJ'), ('boleh', 'NN'), ('guna', 'NN'), ('unk', 'JJ'), ('raya', 'NN'), ('nanti', 'JJ'), ('yeay', 'NN'), ('tq', 'NN')]",Positive
Jahitan Kemas saiz semua semua ok penghantaran pun cepat terima kasih penjual grinningface herewithsmilingeyes facewithtearsofjoy rollingonthefloorlaughing grinningwithbigeyes grinningwithsmilingeyes grinningwithswitheats,5,Jahitan Kemas saiz semua semua ok penghantaran pun cepat terima kasih penjual grinningface herewithsmilingeyes facewithtearsofjoy rollingonthefloorlaughing grinningwithbigeyes grinningwithsmilingeyes grinningwithswitheats,"['Jahitan', 'Kemas', 'saiz', 'semua', 'semua', 'ok', 'penghantaran', 'pun', 'cepat', 'terima', 'kasih', 'penjual', 'grinningface', 'herewithsmilingeyes', 'facewithtearsofjoy', 'rollingonthefloorlaughing', 'grinningwithbigeyes', 'grinningwithsmilingeyes', 'grinningwithswitheats']","['Jahitan', 'Kemas', 'saiz', 'semua', 'semua', 'ok', 'penghantaran', 'pun', 'cepat', 'terima', 'kasih', 'penjual', 'grinningface', 'herewithsmilingeyes', 'facewithtearsofjoy', 'rollingonthefloorlaughing', 'grinningwithbigeyes', 'grinningwithsmilingeyes', 'grinningwithswitheats']",jahit kemas saiz semua semua ok hantar pun cepat terima kasih jual grinningface herewithsmilingeyes facewithtearsofjoy rollingonthefloorlaughing grinningwithbigeyes grinningwithsmilingeyes grinningwithswitheats,Jahitan Kemas saiz semua semua ok penghantaran pun cepat terima kasih penjual grinningface herewithsmilingeyes facewithtearsofjoy rollingonthefloorlaughing grinningwithbigeyes grinningwithsmilingeyes grinningwithswitheats,"[('jahit', 'NN'), ('kemas', 'NNS'), ('saiz', 'VBP'), ('semua', 'JJ'), ('semua', 'NN'), ('ok', 'JJ'), ('hantar', 'NN'), ('pun', 'NN'), ('cepat', 'NN'), ('terima', 'NN'), ('kasih', 'VBD'), ('jual', 'JJ'), ('grinningface', 'NN'), ('herewithsmilingeyes', 'NNS'), ('facewithtearsofjoy', 'VBP'), ('rollingonthefloorlaughing', 'VBG'), ('grinningwithbigeyes', 'NNS'), ('grinningwithsmilingeyes', 'NNS'), ('grinningwithswitheats', 'NNS')]",Positive
Penjual Terbaik Penghantaran Memang Pantas Kain Elok Cantik Jahitan Sangat Kemas Warna Kain Sedondon Anak Dan Ayah,5,Penjual Terbaik Penghantaran Memang Pantas Kain Elok Cantik Jahitan Sangat Kemas Warna Kain Sedondon Anak Dan Ayah,"['Penjual', 'Terbaik', 'Penghantaran', 'Memang', 'Pantas', 'Kain', 'Elok', 'Cantik', 'Jahitan', 'Sangat', 'Kemas', 'Warna', 'Kain', 'Sedondon', 'Anak', 'Dan', 'Ayah']","['Penjual', 'Terbaik', 'Penghantaran', 'Memang', 'Pantas', 'Kain', 'Elok', 'Cantik', 'Jahitan', 'Sangat', 'Kemas', 'Warna', 'Kain', 'Sedondon', 'Anak', 'Dan', 'Ayah']",jual baik hantar memang pantas kain elok cantik jahit sangat kemas warna kain dondon anak dan ayah,Penjual Terbaik Penghantaran Memang Pantas Kain Elok Cantik Jahitan Sangat Kemas Warna Kain Sedondon Anak Dan Ayah,"[('jual', 'JJ'), ('baik', 'NN'), ('hantar', 'NN'), ('memang', 'NN'), ('pantas', 'NNS'), ('kain', 'VBP'), ('elok', 'JJ'), ('cantik', 'NN'), ('jahit', 'NN'), ('sangat', 'NN'), ('kemas', 'NN'), ('warna', 'NN'), ('kain', 'VBP'), ('dondon', 'JJ'), ('anak', 'JJ'), ('dan', 'NN'), ('ayah', 'NN')]",Positive
Mantap Gila Kain Cantik Warna Kat Gmbar Tenda Lawa Bila Pakai Kacak Alhamdulillah Kacak,5,Mantap Gila Kain Cantik Warna Kat Gmbar Tenda Lawa Bila Pakai Kacak Alhamdulillah Kacak,"['Mantap', 'Gila', 'Kain', 'Cantik', 'Warna', 'Kat', 'Gmbar', 'Tenda', 'Lawa', 'Bila', 'Pakai', 'Kacak', 'Alhamdulillah', 'Kacak']","['Mantap', 'Gila', 'Kain', 'Cantik', 'Warna', 'Kat', 'Gmbar', 'Tenda', 'Lawa', 'Bila', 'Pakai', 'Kacak', 'Alhamdulillah', 'Kacak']",mantap gila kain cantik warna kat gmbar tenda lawa bila pakai kacak alhamdulillah kacak,Mantap Gila Kain Cantik Warna Kat Gmbar Tenda Lawa Bila Pakai Kacak Alhamdulillah Kacak,"[('mantap', 'NN'), ('gila', 'NN'), ('kain', 'NN'), ('cantik', 'NN'), ('warna', 'JJ'), ('kat', 'NN'), ('gmbar', 'NN'), ('tenda', 'NN'), ('lawa', 'NN'), ('bila', 'NN'), ('pakai', 'NN'), ('kacak', 'NN'), ('alhamdulillah', 'NN'), ('kacak', 'NN')]",Positive
cantik baJu berkualiti bagus dan cukup dengan anak anak umur 6 tahun,5,cantik baJu berkualiti bagus dan cukup dengan anak anak umur 6 tahun,"['cantik', 'baJu', 'berkualiti', 'bagus', 'dan', 'cukup', 'dengan', 'anak', 'anak', 'umur', '6', 'tahun']","['cantik', 'baJu', 'berkualiti', 'bagus', 'dan', 'cukup', 'dengan', 'anak', 'anak', 'umur', '6', 'tahun']",cantik baju alit bagus dan cukup dengan anak anak umur 6 tahun,cantik baJu berkualiti bagus dan cukup dengan anak anak umur 6 tahun,"[('cantik', 'NN'), ('baju', 'NN'), ('alit', 'NN'), ('bagus', 'NN'), ('dan', 'NN'), ('cukup', 'NN'), ('dengan', 'NN'), ('anak', 'JJ'), ('anak', 'NN'), ('umur', 'JJ'), ('6', 'CD'), ('tahun', 'NN')]",Positive
Biru Dia Cair Sikit Laaa Tetapi masih bayi biru saiz Muat Dengan Badan Cuma Labuh Seluar Kain Pun Cantik Sejuk Je Pakai Memang Muat Cantik Handsome Anak Buah Hahaha Penjual Laju Shopee,5,Biru Dia Cair Sikit Laaa Tetapi masih bayi biru saiz Muat Dengan Badan Cuma Labuh Seluar Kain Pun Cantik Sejuk Je Pakai Memang Muat Cantik Handsome Anak Buah Hahaha Penjual Laju Shopee,"['Biru', 'Dia', 'Cair', 'Sikit', 'Laaa', 'Tetapi', 'masih', 'bayi', 'biru', 'saiz', 'Muat', 'Dengan', 'Badan', 'Cuma', 'Labuh', 'Seluar', 'Kain', 'Pun', 'Cantik', 'Sejuk', 'Je', 'Pakai', 'Memang', 'Muat', 'Cantik', 'Handsome', 'Anak', 'Buah', 'Hahaha', 'Penjual', 'Laju', 'Shopee']","['Biru', 'Dia', 'Cair', 'Sikit', 'Laaa', 'Tetapi', 'masih', 'bayi', 'biru', 'saiz', 'Muat', 'Dengan', 'Badan', 'Cuma', 'Labuh', 'Seluar', 'Kain', 'Pun', 'Cantik', 'Sejuk', 'Je', 'Pakai', 'Memang', 'Muat', 'Cantik', 'Handsome', 'Anak', 'Buah', 'Hahaha', 'Penjual', 'Laju', 'Shopee']",biru dia cair sikit laaa tetapi masih bayi biru saiz muat dengan badan cuma labuh seluar kain pun cantik sejuk je pakai memang muat cantik handsome anak buah hahaha jual laju shopee,Biru Dia Cair Sikit Laaa Tetapi masih bayi biru saiz Muat Dengan Badan Cuma Labuh Seluar Kain Pun Cantik Sejuk Je Pakai Memang Muat Cantik Handsome Anak Buah Hahaha Penjual Laju Shopee,"[('biru', 'NN'), ('dia', 'NN'), ('cair', 'NN'), ('sikit', 'JJ'), ('laaa', 'NN'), ('tetapi', 'NN'), ('masih', 'NN'), ('bayi', 'NN'), ('biru', 'NN'), ('saiz', 'NN'), ('muat', 'NN'), ('dengan', 'JJ'), ('badan', 'NN'), ('cuma', 'NN'), ('labuh', 'NN'), ('seluar', 'NN'), ('kain', 'NN'), ('pun', 'NN'), ('cantik', 'NN'), ('sejuk', 'JJ'), ('je', 'NN'), ('pakai', 'NN'), ('memang', 'NN'), ('muat', 'NN'), ('cantik', 'VBZ'), ('handsome', 'JJ'), ('anak', 'NN'), ('buah', 'NN'), ('hahaha', 'NN'), ('jual', 'JJ'), ('laju', 'NN'), ('shopee', 'NN')]",Positive
Kain Cantik Kemas Je Rasanya Kain Agak Panas Tu Si Bulat Agak Taksesuai Mungkin Patut Pakai Kurta Je,5,Kain Cantik Kemas Je Rasanya Kain Agak Panas Tu Si Bulat Agak Taksesuai Mungkin Patut Pakai Kurta Je,"['Kain', 'Cantik', 'Kemas', 'Je', 'Rasanya', 'Kain', 'Agak', 'Panas', 'Tu', 'Si', 'Bulat', 'Agak', 'Taksesuai', 'Mungkin', 'Patut', 'Pakai', 'Kurta', 'Je']","['Kain', 'Cantik', 'Kemas', 'Je', 'Rasanya', 'Kain', 'Agak', 'Panas', 'Tu', 'Si', 'Bulat', 'Agak', 'Taksesuai', 'Mungkin', 'Patut', 'Pakai', 'Kurta', 'Je']",kain cantik kemas je rasa kain agak panas tu si bulat agak taksesuai mungkin patut pakai kurta je,Kain Cantik Kemas Je Rasanya Kain Agak Panas Tu Si Bulat Agak Taksesuai Mungkin Patut Pakai Kurta Je,"[('kain', 'NN'), ('cantik', 'NN'), ('kemas', 'VBD'), ('je', 'JJ'), ('rasa', 'NN'), ('kain', 'NN'), ('agak', 'IN'), ('panas', 'NNS'), ('tu', 'VBP'), ('si', 'JJ'), ('bulat', 'JJ'), ('agak', 'NN'), ('taksesuai', 'NN'), ('mungkin', 'FW'), ('patut', 'NN'), ('pakai', 'NN'), ('kurta', 'NN'), ('je', 'NN')]",Positive
BAJU RAYA AAK2 SUDAH SMPAI Bintang melanda Kain Lawa Sarat Saiz Fit Unak Anak2 Adik Umur 6y Berat 20kg Abang 8y Berat 22kg Abang Yang Terujapenjual akan mengulangi tidak lama lagi redheart redheart redheart redheart redheart,5,BAJU RAYA AAK2 SUDAH SMPAI Bintang melanda Kain Lawa Sarat Saiz Fit Unak Anak2 Adik Umur 6y Berat 20kg Abang 8y Berat 22kg Abang Yang Terujapenjual akan mengulangi tidak lama lagi redheart redheart redheart redheart redheart,"['BAJU', 'RAYA', 'AAK2', 'SUDAH', 'SMPAI', 'Bintang', 'melanda', 'Kain', 'Lawa', 'Sarat', 'Saiz', 'Fit', 'Unak', 'Anak2', 'Adik', 'Umur', '6y', 'Berat', '20kg', 'Abang', '8y', 'Berat', '22kg', 'Abang', 'Yang', 'Terujapenjual', 'akan', 'mengulangi', 'tidak', 'lama', 'lagi', 'redheart', 'redheart', 'redheart', 'redheart', 'redheart']","['BAJU', 'RAYA', 'AAK2', 'SUDAH', 'SMPAI', 'Bintang', 'melanda', 'Kain', 'Lawa', 'Sarat', 'Saiz', 'Fit', 'Unak', 'Anak2', 'Adik', 'Umur', '6y', 'Berat', '20kg', 'Abang', '8y', 'Berat', '22kg', 'Abang', 'Yang', 'Terujapenjual', 'akan', 'mengulangi', 'tidak', 'lama', 'lagi', 'redheart', 'redheart', 'redheart', 'redheart', 'redheart']",baju raya aak2 sudah smpai bintang landa kain lawa sarat saiz fit unak anak2 adik umur 6y berat 20kg abang 8y berat 22kg abang yang terujapenjual akan ulang tidak lama lagi redheart redheart redheart redheart redheart,BAJU RAYA AAK2 SUDAH SMPAI Bintang melanda Kain Lawa Sarat Saiz Fit Unak Anak2 Adik Umur 6y Berat 20kg Abang 8y Berat 22kg Abang Yang Terujapenjual akan mengulangi tidak lama lagi redheart redheart redheart redheart redheart,"[('baju', 'NN'), ('raya', 'NN'), ('aak2', 'NN'), ('sudah', 'NN'), ('smpai', 'NN'), ('bintang', 'NN'), ('landa', 'NN'), ('kain', 'VBP'), ('lawa', 'JJ'), ('sarat', 'NN'), ('saiz', 'NN'), ('fit', 'NN'), ('unak', 'JJ'), ('anak2', 'NN'), ('adik', 'NN'), ('umur', 'JJ'), ('6y', 'CD'), ('berat', 'NN'), ('20kg', 'CD'), ('abang', 'NN'), ('8y', 'CD'), ('berat', 'NN'), ('22kg', 'CD'), ('abang', 'NN'), ('yang', 'NN'), ('terujapenjual', 'JJ'), ('akan', 'NN'), ('ulang', 'JJ'), ('tidak', 'NN'), ('lama', 'NN'), ('lagi', 'JJ'), ('redheart', 'JJ'), ('redheart', 'NN'), ('redheart', 'VB'), ('redheart', 'JJ'), ('redheart', 'NN')]",Positive
Barang Dah Terima Baju Nampak OK Penghantaran Yang Cepat Terbaik,5,Barang Dah Terima Baju Nampak OK Penghantaran Yang Cepat Terbaik,"['Barang', 'Dah', 'Terima', 'Baju', 'Nampak', 'OK', 'Penghantaran', 'Yang', 'Cepat', 'Terbaik']","['Barang', 'Dah', 'Terima', 'Baju', 'Nampak', 'OK', 'Penghantaran', 'Yang', 'Cepat', 'Terbaik']",barang dah terima baju nampak ok hantar yang cepat baik,Barang Dah Terima Baju Nampak OK Penghantaran Yang Cepat Terbaik,"[('barang', 'NN'), ('dah', 'NN'), ('terima', 'NN'), ('baju', 'NN'), ('nampak', 'JJ'), ('ok', 'JJ'), ('hantar', 'NN'), ('yang', 'NN'), ('cepat', 'NN'), ('baik', 'NN')]",Positive
Baju Melayu Cantik Gila Penyampaian Penghantaran Cepat Pada Titik Sangat Mengesyorkan Kedai Dalam Talian Ini,5,Baju Melayu Cantik Gila Penyampaian Penghantaran Cepat Pada Titik Sangat Mengesyorkan Kedai Dalam Talian Ini,"['Baju', 'Melayu', 'Cantik', 'Gila', 'Penyampaian', 'Penghantaran', 'Cepat', 'Pada', 'Titik', 'Sangat', 'Mengesyorkan', 'Kedai', 'Dalam', 'Talian', 'Ini']","['Baju', 'Melayu', 'Cantik', 'Gila', 'Penyampaian', 'Penghantaran', 'Cepat', 'Pada', 'Titik', 'Sangat', 'Mengesyorkan', 'Kedai', 'Dalam', 'Talian', 'Ini']",baju melayu cantik gila sampai hantar cepat pada titik sangat mengesyorkan kedai dalam tali ini,Baju Melayu Cantik Gila Penyampaian Penghantaran Cepat Pada Titik Sangat Mengesyorkan Kedai Dalam Talian Ini,"[('baju', 'NN'), ('melayu', 'NN'), ('cantik', 'NN'), ('gila', 'NN'), ('sampai', 'NN'), ('hantar', 'NN'), ('cepat', 'NN'), ('pada', 'NN'), ('titik', 'NN'), ('sangat', 'JJ'), ('mengesyorkan', 'NN'), ('kedai', 'NN'), ('dalam', 'NN'), ('tali', 'NN'), ('ini', 'NN')]",Positive
Kain Lembut Design Modern Beli Dua Dapat Diskaun Servis Mantap Terima KASIH,5,Kain Lembut Design Modern Beli Dua Dapat Diskaun Servis Mantap Terima KASIH,"['Kain', 'Lembut', 'Design', 'Modern', 'Beli', 'Dua', 'Dapat', 'Diskaun', 'Servis', 'Mantap', 'Terima', 'KASIH']","['Kain', 'Lembut', 'Design', 'Modern', 'Beli', 'Dua', 'Dapat', 'Diskaun', 'Servis', 'Mantap', 'Terima', 'KASIH']",kain lembut design modern beli dua dapat diskaun servis mantap terima kasih,Kain Lembut Design Modern Beli Dua Dapat Diskaun Servis Mantap Terima KASIH,"[('kain', 'NN'), ('lembut', 'NN'), ('design', 'NN'), ('modern', 'JJ'), ('beli', 'NN'), ('dua', 'NN'), ('dapat', 'NN'), ('diskaun', 'NN'), ('servis', 'NN'), ('mantap', 'NN'), ('terima', 'NN'), ('kasih', 'NN')]",Positive
Baju Sampai Awal Terbaik Kualiti Kain Memuaskan Harga Berpatutan berulang pelanggan di sini,5,Baju Sampai Awal Terbaik Kualiti Kain Memuaskan Harga Berpatutan berulang pelanggan di sini,"['Baju', 'Sampai', 'Awal', 'Terbaik', 'Kualiti', 'Kain', 'Memuaskan', 'Harga', 'Berpatutan', 'berulang', 'pelanggan', 'di', 'sini']","['Baju', 'Sampai', 'Awal', 'Terbaik', 'Kualiti', 'Kain', 'Memuaskan', 'Harga', 'Berpatutan', 'berulang', 'pelanggan', 'di', 'sini']",baju sampai awal baik alit kain muas harga patut ulang langgan di sini,Baju Sampai Awal Terbaik Kualiti Kain Memuaskan Harga Berpatutan berulang pelanggan di sini,"[('baju', 'NN'), ('sampai', 'NN'), ('awal', 'NN'), ('baik', 'NN'), ('alit', 'NN'), ('kain', 'VBP'), ('muas', 'JJ'), ('harga', 'NN'), ('patut', 'NN'), ('ulang', 'JJ'), ('langgan', 'JJ'), ('di', 'NN'), ('sini', 'NN')]",Positive
Baju Puas Hatu Trendy Habis Penghantaran Pantas Penuh Rekomen Terima KASIH Penjual,5,Baju Puas Hatu Trendy Habis Penghantaran Pantas Penuh Rekomen Terima KASIH Penjual,"['Baju', 'Puas', 'Hatu', 'Trendy', 'Habis', 'Penghantaran', 'Pantas', 'Penuh', 'Rekomen', 'Terima', 'KASIH', 'Penjual']","['Baju', 'Puas', 'Hatu', 'Trendy', 'Habis', 'Penghantaran', 'Pantas', 'Penuh', 'Rekomen', 'Terima', 'KASIH', 'Penjual']",baju puas hatu trendy habis hantar pantas penuh rekomen terima kasih jual,Baju Puas Hatu Trendy Habis Penghantaran Pantas Penuh Rekomen Terima KASIH Penjual,"[('baju', 'NN'), ('puas', 'NN'), ('hatu', 'NN'), ('trendy', 'JJ'), ('habis', 'NN'), ('hantar', 'NN'), ('pantas', 'NNS'), ('penuh', 'VBP'), ('rekomen', 'NNS'), ('terima', 'VBP'), ('kasih', 'CD'), ('jual', 'JJ')]",Positive
kedai dalam talian,5,kedai dalam talian,"['kedai', 'dalam', 'talian']","['kedai', 'dalam', 'talian']",kedai dalam tali,kedai dalam talian,"[('kedai', 'NN'), ('dalam', 'NN'), ('tali', 'NN')]",Positive
Ulangi pesanan dah kali ke 3 kualiti tolak pernah enjecewakan perkhidmatan pelanggan memuaskan,5,Ulangi pesanan dah kali ke 3 kualiti tolak pernah enjecewakan perkhidmatan pelanggan memuaskan,"['Ulangi', 'pesanan', 'dah', 'kali', 'ke', '3', 'kualiti', 'tolak', 'pernah', 'enjecewakan', 'perkhidmatan', 'pelanggan', 'memuaskan']","['Ulangi', 'pesanan', 'dah', 'kali', 'ke', '3', 'kualiti', 'tolak', 'pernah', 'enjecewakan', 'perkhidmatan', 'pelanggan', 'memuaskan']",ulang pesan dah kali ke 3 alit tolak pernah enjecewakan khidmat langgan muas,Ulangi pesanan dah kali ke 3 kualiti tolak pernah enjecewakan perkhidmatan pelanggan memuaskan,"[('ulang', 'JJ'), ('pesan', 'JJ'), ('dah', 'NN'), ('kali', 'VBD'), ('ke', '$'), ('3', 'CD'), ('alit', 'NN'), ('tolak', 'NN'), ('pernah', 'NN'), ('enjecewakan', 'JJ'), ('khidmat', 'NN'), ('langgan', 'NN'), ('muas', 'NN')]",Positive
Suka Sangat Reka Bentuk Baju Kain Sejuk Harga Berpatutan Penghantaran Pantas Terbaik,5,Suka Sangat Reka Bentuk Baju Kain Sejuk Harga Berpatutan Penghantaran Pantas Terbaik,"['Suka', 'Sangat', 'Reka', 'Bentuk', 'Baju', 'Kain', 'Sejuk', 'Harga', 'Berpatutan', 'Penghantaran', 'Pantas', 'Terbaik']","['Suka', 'Sangat', 'Reka', 'Bentuk', 'Baju', 'Kain', 'Sejuk', 'Harga', 'Berpatutan', 'Penghantaran', 'Pantas', 'Terbaik']",suka sangat reka bentuk baju kain sejuk harga patut hantar pantas baik,Suka Sangat Reka Bentuk Baju Kain Sejuk Harga Berpatutan Penghantaran Pantas Terbaik,"[('suka', 'NN'), ('sangat', 'NN'), ('reka', 'NN'), ('bentuk', 'NN'), ('baju', 'NN'), ('kain', 'NN'), ('sejuk', 'JJ'), ('harga', 'NN'), ('patut', 'NN'), ('hantar', 'NN'), ('pantas', 'NNS'), ('baik', 'VBP')]",Positive
Kualiti Kain Tolak Seberapa Design OK Tapi Agak Kecewa Dengan Kualiti Bahan,2,Kualiti Kain Tolak Seberapa Design OK Tapi Agak Kecewa Dengan Kualiti Bahan,"['Kualiti', 'Kain', 'Tolak', 'Seberapa', 'Design', 'OK', 'Tapi', 'Agak', 'Kecewa', 'Dengan', 'Kualiti', 'Bahan']","['Kualiti', 'Kain', 'Tolak', 'Seberapa', 'Design', 'OK', 'Tapi', 'Agak', 'Kecewa', 'Dengan', 'Kualiti', 'Bahan']",alit kain tolak berapa design ok tapi agak kecewa dengan alit bahan,Kualiti Kain Tolak Seberapa Design OK Tapi Agak Kecewa Dengan Kualiti Bahan,"[('alit', 'NN'), ('kain', 'NN'), ('tolak', 'JJ'), ('berapa', 'NN'), ('design', 'NN'), ('ok', 'JJ'), ('tapi', 'NN'), ('agak', 'NN'), ('kecewa', 'NN'), ('dengan', 'JJ'), ('alit', 'NN'), ('bahan', 'NN')]",Negative
Pertama Kali Beli Memang Puas Hati Baju Cantik Harga Berpatutan akan mengulangi pesanan,5,Pertama Kali Beli Memang Puas Hati Baju Cantik Harga Berpatutan akan mengulangi pesanan,"['Pertama', 'Kali', 'Beli', 'Memang', 'Puas', 'Hati', 'Baju', 'Cantik', 'Harga', 'Berpatutan', 'akan', 'mengulangi', 'pesanan']","['Pertama', 'Kali', 'Beli', 'Memang', 'Puas', 'Hati', 'Baju', 'Cantik', 'Harga', 'Berpatutan', 'akan', 'mengulangi', 'pesanan']",pertama kali beli memang puas hati baju cantik harga patut akan ulang pesan,Pertama Kali Beli Memang Puas Hati Baju Cantik Harga Berpatutan akan mengulangi pesanan,"[('pertama', 'NN'), ('kali', 'NN'), ('beli', 'NN'), ('memang', 'NN'), ('puas', 'NN'), ('hati', 'NN'), ('baju', 'NN'), ('cantik', 'NN'), ('harga', 'NN'), ('patut', 'NN'), ('akan', 'NN'), ('ulang', 'JJ'), ('pesan', 'NN')]",Positive
Reka bentuk moden harga berbaloi kain selesa sangat penghantaran pantas terbaik lah,5,Reka bentuk moden harga berbaloi kain selesa sangat penghantaran pantas terbaik lah,"['Reka', 'bentuk', 'moden', 'harga', 'berbaloi', 'kain', 'selesa', 'sangat', 'penghantaran', 'pantas', 'terbaik', 'lah']","['Reka', 'bentuk', 'moden', 'harga', 'berbaloi', 'kain', 'selesa', 'sangat', 'penghantaran', 'pantas', 'terbaik', 'lah']",reka bentuk moden harga berbaloi kain selesa sangat hantar pantas baik lah,Reka bentuk moden harga berbaloi kain selesa sangat penghantaran pantas terbaik lah,"[('reka', 'NN'), ('bentuk', 'NN'), ('moden', 'NN'), ('harga', 'NN'), ('berbaloi', 'NN'), ('kain', 'VBP'), ('selesa', 'JJ'), ('sangat', 'NN'), ('hantar', 'NN'), ('pantas', 'NNS'), ('baik', 'VBP'), ('lah', 'NN')]",Positive
Baju Sampai Awal Kualiti Memang Petua Saiz Top Kena Harga Berpatutan disyorkan,5,Baju Sampai Awal Kualiti Memang Petua Saiz Top Kena Harga Berpatutan disyorkan,"['Baju', 'Sampai', 'Awal', 'Kualiti', 'Memang', 'Petua', 'Saiz', 'Top', 'Kena', 'Harga', 'Berpatutan', 'disyorkan']","['Baju', 'Sampai', 'Awal', 'Kualiti', 'Memang', 'Petua', 'Saiz', 'Top', 'Kena', 'Harga', 'Berpatutan', 'disyorkan']",baju sampai awal alit memang tua saiz top kena harga patut disyorkan,Baju Sampai Awal Kualiti Memang Petua Saiz Top Kena Harga Berpatutan disyorkan,"[('baju', 'NN'), ('sampai', 'NN'), ('awal', 'NN'), ('alit', 'NN'), ('memang', 'NN'), ('tua', 'NN'), ('saiz', 'NN'), ('top', 'JJ'), ('kena', 'NN'), ('harga', 'NN'), ('patut', 'NN'), ('disyorkan', 'NN')]",Positive
BARANG SAMPAI DENGAN SELAMAT SANGAT PUAS HTI NGN KUALITI KAIN JAHITAN KEMAS SANGAT Disyorkan,5,BARANG SAMPAI DENGAN SELAMAT SANGAT PUAS HTI NGN KUALITI KAIN JAHITAN KEMAS SANGAT Disyorkan,"['BARANG', 'SAMPAI', 'DENGAN', 'SELAMAT', 'SANGAT', 'PUAS', 'HTI', 'NGN', 'KUALITI', 'KAIN', 'JAHITAN', 'KEMAS', 'SANGAT', 'Disyorkan']","['BARANG', 'SAMPAI', 'DENGAN', 'SELAMAT', 'SANGAT', 'PUAS', 'HTI', 'NGN', 'KUALITI', 'KAIN', 'JAHITAN', 'KEMAS', 'SANGAT', 'Disyorkan']",barang sampai dengan selamat sangat puas hti ngn alit kain jahit kemas sangat disyorkan,BARANG SAMPAI DENGAN SELAMAT SANGAT PUAS HTI NGN KUALITI KAIN JAHITAN KEMAS SANGAT Disyorkan,"[('barang', 'NN'), ('sampai', 'NN'), ('dengan', 'JJ'), ('selamat', 'JJ'), ('sangat', 'NN'), ('puas', 'NN'), ('hti', 'NN'), ('ngn', 'JJ'), ('alit', 'NN'), ('kain', 'NN'), ('jahit', 'NN'), ('kemas', 'VBD'), ('sangat', 'JJ'), ('disyorkan', 'NN')]",Positive
